Log file created at: 2014/12/30 15:22:17
Running on machine: ubuntu2
Log line format: [IWEF]mmdd hh:mm:ss.uuuuuu threadid file:line] msg
I1230 15:22:17.616322  8867 server.cpp:236] Serializing table 0
I1230 15:22:17.616324  8867 server_table.hpp:83] tmp_row_buff_size_ = 512
I1230 15:22:17.616330  8867 serialized_oplog_reader.hpp:57] SerializedOpLogReader Restart(), num_tables_left = 3
I1230 15:22:17.616333  8867 serialized_oplog_reader.hpp:119] current_table_id = 0 update_size = 4 rows_left_in_current_table_ = 0
I1230 15:22:17.616335  8867 serialized_oplog_reader.hpp:119] current_table_id = 1 update_size = 4 rows_left_in_current_table_ = 0
I1230 15:22:17.616338  8867 serialized_oplog_reader.hpp:119] current_table_id = 2 update_size = 4 rows_left_in_current_table_ = 0
I1230 15:22:17.616339  8867 server.cpp:202] Read and Apply Update Done
I1230 15:22:17.616595  8867 server.cpp:236] Serializing table 2
I1230 15:22:17.616602  8867 server_table.hpp:83] tmp_row_buff_size_ = 512
I1230 15:22:17.616605  8867 server.cpp:236] Serializing table 1
I1230 15:22:17.616607  8867 server_table.hpp:83] tmp_row_buff_size_ = 512
I1230 15:22:17.616610  8867 server.cpp:236] Serializing table 0
I1230 15:22:17.616612  8867 server_table.hpp:83] tmp_row_buff_size_ = 512
I1230 15:22:17.616621  8867 serialized_oplog_reader.hpp:57] SerializedOpLogReader Restart(), num_tables_left = 3
I1230 15:22:17.616623  8867 serialized_oplog_reader.hpp:119] current_table_id = 0 update_size = 4 rows_left_in_current_table_ = 0
I1230 15:22:17.616626  8867 serialized_oplog_reader.hpp:119] current_table_id = 1 update_size = 4 rows_left_in_current_table_ = 0
I1230 15:22:17.616627  8867 serialized_oplog_reader.hpp:119] current_table_id = 2 update_size = 4 rows_left_in_current_table_ = 0
I1230 15:22:17.616631  8867 server.cpp:202] Read and Apply Update Done
I1230 15:22:17.622216  8870 server_version_mgr.cpp:51] Server id = 1000 original server version = 6Set server version = 13
I1230 15:22:17.622227  8870 serialized_row_reader.hpp:64] mem_size_ = 216
I1230 15:22:17.622247  8870 serialized_row_reader.hpp:64] mem_size_ = 24
I1230 15:22:17.622252  8870 serialized_row_reader.hpp:64] mem_size_ = 24
I1230 15:22:17.622257  8870 serialized_row_reader.hpp:64] mem_size_ = 24
I1230 15:22:17.622262  8870 serialized_row_reader.hpp:64] mem_size_ = 24
I1230 15:22:17.622267  8870 serialized_row_reader.hpp:64] mem_size_ = 24
I1230 15:22:17.622270  8870 server_version_mgr.cpp:51] Server id = 1 original server version = 6Set server version = 13
I1230 15:22:17.622306  8870 server_version_mgr.cpp:61] IsUniqueMin!! server id = 1 version = 13
I1230 15:22:17.622311  8870 server_version_mgr.cpp:92] New min_version_ = 13
I1230 15:22:17.622314  8870 ssp_push_row_request_oplog_mgr.cpp:129] server id  = 1 version to remove = 13
I1230 15:22:17.622330  8870 serialized_row_reader.hpp:64] mem_size_ = 292
I1230 15:22:17.622346  8870 serialized_row_reader.hpp:64] mem_size_ = 24
I1230 15:22:17.622351  8870 serialized_row_reader.hpp:64] mem_size_ = 24
I1230 15:22:17.622355  8870 serialized_row_reader.hpp:64] mem_size_ = 24
I1230 15:22:17.622360  8870 serialized_row_reader.hpp:64] mem_size_ = 24
I1230 15:22:17.622364  8870 serialized_row_reader.hpp:64] mem_size_ = 24
I1230 15:22:17.622370  8870 serialized_row_reader.hpp:64] mem_size_ = 24
I1230 15:22:17.628597  8870 bg_workers.cpp:970] get ServerShutDownAck from server 0
I1230 15:22:17.628619  8870 bg_workers.cpp:970] get ServerShutDownAck from server 1
I1230 15:22:17.663645  8867 server.cpp:236] Serializing table 2
I1230 15:22:17.663669  8867 server_table.hpp:83] tmp_row_buff_size_ = 512
I1230 15:22:17.663674  8867 server.cpp:236] Serializing table 1
I1230 15:22:17.663676  8867 server_table.hpp:83] tmp_row_buff_size_ = 512
I1230 15:22:17.663679  8867 server.cpp:236] Serializing table 0
I1230 15:22:17.663682  8867 server_table.hpp:83] tmp_row_buff_size_ = 512
I1230 15:22:17.663833  8870 serialized_row_reader.hpp:64] mem_size_ = 24
I1230 15:22:17.663854  8867 server_threads.cpp:419] get ClientShutDown from bg 100
I1230 15:22:17.663864  8870 bg_workers.cpp:970] get ServerShutDownAck from server 1000
I1230 15:22:17.663868  8870 bg_workers.cpp:973] Bg worker 1100 shutting down
I1230 15:22:17.664058  8867 server_threads.cpp:422] Server shutdown
